"No.","Time","Source","Destination","Protocol","Length","Info"
"2399","3.908933549","c2:7d:67:e4:66:67","Broadcast","ARP","56","Who has 172.20.193.25? Tell 172.20.210.18"
"2400","3.908933583","IntelCor_cc:ae:1b","Broadcast","ARP","56","Who has 172.20.255.109? Tell 172.20.206.123"
"2401","3.908933615","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.197.231? Tell 172.20.192.1"
"2402","3.908960141","b0:dc:ef:33:e8:11","Broadcast","ARP","56","Who has 172.20.248.195? Tell 172.20.239.148"
"2403","3.908960175","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.229.155"
"2404","3.908960205","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.242.230? Tell 172.20.229.155"
"2405","3.908960239","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.240.112? Tell 172.20.229.155"
"2406","3.908960270","b0:dc:ef:33:e8:11","Broadcast","ARP","56","Who has 172.20.238.222? Tell 172.20.239.148"
"2407","3.991974713","fe80::101f:9a9a:34ef:deea","ff02::fb","MDNS","307","Standard query 0x0000 TXT HP LaserJet Tank MFP 1005w (E680E8)._pdl-datastream._tcp.local, ""QU"" question TXT HP LaserJet Tank MFP 1005w (E680E8)._ipps._tcp.local, ""QU"" question TXT Stutiâ\200\231s MacBook Air._airplay._tcp.local, ""QU"" question TXT HP LaserJet Tank MFP 1005w (E680E8)._printer._tcp.local, ""QU"" question OPT"
"2408","3.991981776","5a:d5:2f:14:de:7a","Broadcast","LLC","137","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"2409","3.991980592","fe80::a076:5cff:fe79:243","ff02::fb","MDNS","314","Standard query response 0x0000 PTR, cache flush Android-203.local PTR, cache flush Android-203.local A, cache flush 172.20.201.121 AAAA, cache flush fe80::a076:5cff:fe79:243 NSEC, cache flush 121.201.20.172.in-addr.arpa NSEC, cache flush 3.4.2.0.9.7.E.F.F.F.C.5.6.7.0.A.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-203.local"
"2410","3.991983833","172.20.215.22","224.0.0.251","MDNS","287","Standard query 0x0000 TXT HP LaserJet Tank MFP 1005w (E680E8)._pdl-datastream._tcp.local, ""QU"" question TXT HP LaserJet Tank MFP 1005w (E680E8)._ipps._tcp.local, ""QU"" question TXT Stutiâ\200\231s MacBook Air._airplay._tcp.local, ""QU"" question TXT HP LaserJet Tank MFP 1005w (E680E8)._printer._tcp.local, ""QU"" question OPT"
"2411","3.991986428","172.20.201.121","224.0.0.251","MDNS","294","Standard query response 0x0000 PTR, cache flush Android-203.local PTR, cache flush Android-203.local A, cache flush 172.20.201.121 AAAA, cache flush fe80::a076:5cff:fe79:243 NSEC, cache flush 121.201.20.172.in-addr.arpa NSEC, cache flush 3.4.2.0.9.7.E.F.F.F.C.5.6.7.0.A.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-203.local"
"2412","4.002034682","172.20.234.234","224.0.0.251","MDNS","219","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Shreezy's Mac._companion-link._tcp.local"
"2413","4.002041246","172.20.246.252","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2414","4.002040709","fe80::5347:f239:d11b:f9aa","ff02::fb","MDNS","140","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipps._tcp.local, ""QM"" question"
"2415","4.002041761","fe80::ef:cef1:e0c9:5af1","ff02::fb","MDNS","130","Standard query 0x0000 TXT Shaleenâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question"
"2416","4.002057815","fe80::bca:e2ca:d671:273","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2417","4.002059471","172.20.228.5","224.0.0.251","MDNS","103","Standard query 0x0000 TXT Aanshâ\200\231s Laptop._companion-link._tcp.local, ""QU"" question"
"2418","4.002057991","fe80::bca:e2ca:d671:273","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2419","4.002058038","172.20.215.70","224.0.0.251","MDNS","120","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipps._tcp.local, ""QM"" question"
"2420","4.002066259","fe80::1434:c037:249a:7e78","ff02::fb","MDNS","123","Standard query 0x0000 TXT Aanshâ\200\231s Laptop._companion-link._tcp.local, ""QU"" question"
"2421","4.002066344","172.20.218.11","224.0.0.251","MDNS","402","Standard query response 0x0000 PTR Google-Home-Mini-2fa6acd8f6f85997b401665fa00cf18d._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 2fa6acd8-f6f8-5997-b401-665fa00cf18d.local A, cache flush 172.20.218.11"
"2422","4.002067295","172.20.218.231","224.0.0.251","MDNS","99","Standard query 0x80bd PTR Sanyamâ\200\231s ipad._device-info._tcp.local, ""QM"" question"
"2423","4.002074325","AzureWav_e2:34:15","Broadcast","ARP","56","Who has 172.20.220.113? Tell 172.20.207.230"
"2424","4.002041487","172.20.246.252","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2425","4.002059639","172.20.225.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2426","4.002059726","172.20.225.135","224.0.0.251","MDNS","82","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2427","4.002067492","172.20.218.231","224.0.0.251","MDNS","101","Standard query 0x1e6b PTR Avniâ\200\231s iPad (2)._device-info._tcp.local, ""QM"" question"
"2428","4.002074221","5a:d5:2f:14:de:7a","Broadcast","LLC","137","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"2429","4.002067538","172.20.218.231","224.0.0.251","MDNS","77","Standard query 0xae16 PTR Android-198.local, ""QM"" question"
"2430","4.002074371","AzureWav_e2:34:15","Broadcast","ARP","56","Who has 172.20.250.237? Tell 172.20.207.230"
"2431","4.002074421","aa:27:b5:93:f9:72","Broadcast","ARP","56","Who has 172.20.240.50? Tell 172.20.213.69"
"2432","4.002074478","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.204.23? Tell 172.20.229.155"
"2433","4.002059788","172.20.253.180","172.20.255.255","NBNS","92","Name query NB MAC-7B516F<00>"
"2434","4.002067582","172.20.218.231","224.0.0.251","MDNS","101","Standard query 0x9162 PTR vaishnaviâ\200\231s\360\237\246\246._device-info._tcp.local, ""QM"" question"
"2435","4.002058083","172.20.215.70","224.0.0.251","MDNS","119","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2436","4.002074547","d2:21:fc:57:b0:04","Broadcast","ARP","56","Who has 172.20.204.23? Tell 172.20.224.133"
"2437","4.002066490","fe80::cf35:d07f:c8f9:4f68","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2438","4.002067628","172.20.218.231","224.0.0.251","MDNS","90","Standard query 0x8913 PTR Pastha._device-info._tcp.local, ""QM"" question"
"2439","4.002074591","d2:21:fc:57:b0:04","Broadcast","ARP","56","Who has 172.20.236.197? Tell 172.20.224.133"
"2440","4.002058127","fe80::4a5:fd2a:c88d:d4fc","ff02::fb","MDNS","244","Standard query response 0x0000 TXT, cache flush NSEC, cache flush vaishnaviâ\200\231s\360\237\246\246._companion-link._tcp.local"
"2441","4.002074648","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.234.41? Tell 172.20.229.155"
"2442","4.002066557","fe80::cf35:d07f:c8f9:4f68","ff02::fb","MDNS","102","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2443","4.002067671","172.20.218.231","224.0.0.251","MDNS","106","Standard query 0x33df PTR Harshaâ\200\231s MacBook Pro._device-info._tcp.local, ""QM"" question"
"2444","4.002067715","172.20.218.231","224.0.0.251","MDNS","81","Standard query 0xbc69 PTR LAPTOP-L16HP3JO.local, ""QM"" question"
"2445","4.002067760","172.20.227.106","224.0.0.251","MDNS","224","Standard query response 0x0000 TXT, cache flush NSEC, cache flush vaishnaviâ\200\231s\360\237\246\246._companion-link._tcp.local"
"2446","4.002110405","fe80::4c27:f2e1:1a59:12e0","ff02::fb","MDNS","140","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipps._tcp.local, ""QM"" question"
"2447","4.002110477","fe80::4c27:f2e1:1a59:12e0","ff02::fb","MDNS","139","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2448","4.002127642","172.20.218.231","224.0.0.251","MDNS","104","Standard query 0xb5ab PTR HARIâ\200\231s MacBook Pro._device-info._tcp.local, ""QM"" question"
"2449","4.002127701","172.20.218.231","224.0.0.251","MDNS","107","Standard query 0xb30e PTR Juhithaâ\200\231s MacBook Pro._device-info._tcp.local, ""QM"" question"
"2450","4.002127744","172.20.218.231","224.0.0.251","MDNS","106","Standard query 0x6e48 PTR Leannaâ\200\231s MacBook Air._device-info._tcp.local, ""QM"" question"
"2451","4.002127790","172.20.218.231","224.0.0.251","MDNS","94","Standard query 0x87c4 PTR Valeris._companion-link._tcp.local, ""QM"" question"
"2452","4.002141668","fe80::10ec:bd1d:dae7:f591","ff02::fb","MDNS","130","Standard query 0x0000 TXT Krithikâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question"
"2453","4.002141735","172.20.245.18","224.0.0.251","MDNS","110","Standard query 0x0000 TXT Shaleenâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question"
"2454","4.002186089","172.20.194.222","224.0.0.251","MDNS","110","Standard query 0x0000 TXT Krithikâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question"
"2455","4.002186148","172.20.249.25","224.0.0.251","MDNS","413","Standard query response 0x0000 PTR PATH_7XPRO-34fcee708f7851c819fa6f3a7eedc055._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 34fcee70-8f78-51c8-19fa-6f3a7eedc055.local A, cache flush 172.20.249.25"
"2456","4.002186236","172.20.241.181","224.0.0.251","MDNS","120","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipps._tcp.local, ""QM"" question"
"2457","4.002186294","172.20.241.181","224.0.0.251","MDNS","119","Standard query 0x0000 TXT brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2458","4.002186376","172.20.241.181","224.0.0.251","MDNS","119","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2459","4.011148972","169.254.139.242","224.0.0.251","MDNS","79","Standard query 0x0000 ANY varuns-laptop.local, ""QM"" question"
"2460","4.011257304","fe80::a827:b5ff:fe93:f972","ff02::fb","MDNS","116","Standard query 0x0005 PTR _spotify-social-listening._tcp.local, ""QM"" question"
"2461","4.011261669","fe80::b745:3a37:9754:1a60","ff02::fb","MDNS","99","Standard query 0x0000 ANY varuns-laptop.local, ""QM"" question"
"2462","4.011261501","fe80::4c27:f2e1:1a59:12e0","ff02::fb","MDNS","139","Standard query 0x0000 TXT brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2463","4.011272155","fe80::85d:5322:c848:7999","ff02::fb","MDNS","239","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Shreezy's Mac._companion-link._tcp.local"
"2464","4.011272915","fe80::4cc:683c:d7bd:8312","ff02::fb","MDNS","466","Standard query response 0x0000 PTR ACC9060947A2@Aishwaryaâ\200\231s MacBook Air._raop._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 Aishwaryas-MacBook-Air.local AAAA, cache flush fe80::4cc:683c:d7bd:8312 A, cache flush 172.20.253.5 NSEC, cache flush ACC9060947A2@Aishwaryaâ\200\231s MacBook Air._raop._tcp.local NSEC, cache flush Aishwaryas-MacBook-Air.local"
"2465","4.011272281","172.20.215.70","224.0.0.251","MDNS","119","Standard query 0x0000 TXT brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2466","4.011276342","fe80::5347:f239:d11b:f9aa","ff02::fb","MDNS","139","Standard query 0x0000 SRV brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2467","4.011276516","fe80::5347:f239:d11b:f9aa","ff02::fb","MDNS","139","Standard query 0x0000 TXT brother dcp-t300 @ harshiniâ\200\231s macbook air._ipp._tcp.local, ""QM"" question"
"2468","4.011286320","172.20.253.5","224.0.0.251","MDNS","446","Standard query response 0x0000 PTR ACC9060947A2@Aishwaryaâ\200\231s MacBook Air._raop._tcp.local TXT, cache flush SRV, cache flush 0 0 7000 Aishwaryas-MacBook-Air.local AAAA, cache flush fe80::4cc:683c:d7bd:8312 A, cache flush 172.20.253.5 NSEC, cache flush ACC9060947A2@Aishwaryaâ\200\231s MacBook Air._raop._tcp.local NSEC, cache flush Aishwaryas-MacBook-Air.local"
"2469","4.011290768","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.240.50? Tell 172.20.229.155"
"2470","4.011290828","IntelCor_a6:d5:38","Broadcast","ARP","56","Who has 172.20.225.141? Tell 172.20.231.59"
"2471","4.011290873","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.234.203? Tell 172.20.192.1"
"2472","4.011290904","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.211.33? Tell 172.20.192.1"
"2473","4.011290940","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.233.144? Tell 172.20.192.1"
"2474","4.011290971","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.203.148? Tell 172.20.192.1"
"2475","4.011291009","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.217.217? Tell 172.20.192.1"
"2476","4.011291048","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.202.62? Tell 172.20.192.1"
"2477","4.011343176","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.236.84? Tell 172.20.192.1"
"2478","4.011343214","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.227.201? Tell 172.20.192.1"
"2479","4.011343255","be:78:7d:49:c0:c9","Broadcast","ARP","56","Who has 172.20.240.50? Tell 172.20.235.60"
"2480","4.011343287","ba:b5:97:4a:39:ea","Broadcast","ARP","56","Who has 172.20.232.190? Tell 172.20.208.110"
"2481","4.011343319","5a:e1:3b:6e:15:69","Broadcast","ARP","56","Who has 172.20.236.197? Tell 172.20.229.155"
"2482","4.011343351","d2:21:fc:57:b0:04","Broadcast","ARP","56","Who has 172.20.234.41? Tell 172.20.224.133"
"2483","4.011343384","94:bb:43:b5:b8:46","Broadcast","ARP","56","Who has 172.20.243.128? Tell 172.20.246.132"
"2484","4.011343414","IntelCor_03:47:1a","Broadcast","ARP","56","Who has 172.20.230.216? Tell 172.20.213.216"
"2485","4.011372961","IntelCor_03:47:1a","Broadcast","ARP","56","Who has 172.20.247.108? Tell 172.20.213.216"
"2486","4.011372992","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.232.43? Tell 172.20.192.1"
"2487","4.011373024","d2:21:fc:57:b0:04","Broadcast","ARP","56","Who has 172.20.240.112? Tell 172.20.224.133"
"2488","4.011373056","a2:72:dc:b3:a3:03","Broadcast","ARP","56","Who has 172.20.240.112? Tell 172.20.229.225"
"2489","4.011373102","AzureWav_f5:82:e3","Broadcast","ARP","56","Who has 172.20.248.19? Tell 172.20.199.5"
"2490","4.011373134","7a:30:35:45:64:da","Broadcast","ARP","56","Who has 172.20.207.61? Tell 172.20.228.5"
"2491","4.011373166","IntelCor_fd:86:a3","Broadcast","ARP","56","Who has 172.20.203.123? Tell 172.20.206.57"
"2492","4.011373198","de:0f:4b:fe:f7:95","Broadcast","ARP","56","Who has 172.20.192.1? Tell 172.20.227.154"
"2493","4.011405530","LiteonTe_d3:a5:63","Broadcast","ARP","56","Who has 172.20.207.253? Tell 172.20.239.9"
"2494","4.011405563","d2:21:fc:57:b0:04","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.224.133"
"2495","4.011405593","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.245.247? Tell 172.20.192.1"
"2496","4.011405626","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.196.229? Tell 172.20.192.1"
"2497","4.011405657","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.215.40? Tell 172.20.192.1"
"2498","4.011405691","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.233.246? Tell 172.20.192.1"
"2499","4.011405722","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.216.87? Tell 172.20.192.1"
"2500","4.011405753","a2:72:dc:b3:a3:03","Broadcast","ARP","56","Who has 172.20.242.230? Tell 172.20.229.225"
"2501","4.011430331","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.201.58? Tell 172.20.192.1"
"2502","4.011430365","Chongqin_99:79:df","Broadcast","ARP","56","Who has 172.20.229.118? Tell 172.20.243.237"
"2503","4.011430395","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.217.15? Tell 172.20.192.1"
"2504","4.011430429","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.197.203? Tell 172.20.192.1"
"2505","4.011430460","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.221.190? Tell 172.20.192.1"
"2506","4.094081055","fe80::14f8:671:ee0b:ef59","ff02::fb","MDNS","178","Standard query response 0x0000 NSEC, cache flush 74:42:18:ab:97:c2@fe80::7642:18ff:feab:97c2-supportsRP-22._apple-mobdev2._tcp.local"
"2507","4.094085137","172.20.198.188","224.0.0.251","MDNS","158","Standard query response 0x0000 NSEC, cache flush 74:42:18:ab:97:c2@fe80::7642:18ff:feab:97c2-supportsRP-22._apple-mobdev2._tcp.local"
"2508","4.094096541","172.20.218.231","224.0.0.251","MDNS","110","Standard query 0x479b PTR Lakshmikarâ\200\231s MacBook Air._device-info._tcp.local, ""QM"" question"
"2509","4.094096876","172.20.218.231","224.0.0.251","MDNS","110","Standard query 0x9e3f PTR Dharamesh's MacBook Air._companion-link._tcp.local, ""QM"" question"
"2510","4.094097013","172.20.218.231","224.0.0.251","MDNS","106","Standard query 0x0544 PTR Aryan's macbook pro._companion-link._tcp.local, ""QM"" question"
"2511","4.094097098","172.20.218.231","224.0.0.251","MDNS","114","Standard query 0x8916 PTR MACBOOKâ\200\231s MacBook Pro (2)._companion-link._tcp.local, ""QM"" question"
"2512","4.105052076","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.210.45? Tell 172.20.192.1"
"2513","4.105052641","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.199.148? Tell 172.20.192.1"
"2514","4.105052712","f6:b5:cf:9b:2c:25","Broadcast","ARP","56","Who has 172.20.204.23? Tell 172.20.223.218"
"2515","4.105052783","36:75:18:b2:4e:9d","Broadcast","ARP","56","Who has 172.20.196.218? Tell 172.20.236.85"
"2516","4.105052854","AzureWav_e2:ff:a3","Broadcast","ARP","56","Who has 172.20.223.191? Tell 172.20.218.36"
"2517","4.105052928","a8:ba:69:82:35:ed","Broadcast","ARP","56","Who has 172.20.240.50? Tell 172.20.233.253"
"2518","4.105053001","a8:ba:69:82:35:ed","Broadcast","ARP","56","Who has 172.20.236.197? Tell 172.20.233.253"
"2519","4.105053077","36:75:18:b2:4e:9d","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.236.85"
"2520","4.105116387","172.20.219.62","224.0.0.251","MDNS","103","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2521","4.105134126","fe80::89a:e047:62f0:4412","ff02::fb","MDNS","123","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2522","4.105131724","fe80::1cea:bb86:ffc5:cba4","ff02::fb","MDNS","123","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2523","4.105141600","172.20.223.110","224.0.0.251","MDNS","103","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2524","4.105141136","fe80::1c7e:6822:b2ee:ffdf","ff02::fb","MDNS","123","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2525","4.105141579","172.20.204.70","224.0.0.251","MDNS","103","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2526","4.105148857","fe80::c99:fddb:d2a9:186d","ff02::fb","MDNS","224","Standard query response 0x0000 PTR SHIVIâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"2527","4.105149072","fe80::1883:57e7:24a7:6488","ff02::fb","MDNS","123","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2528","4.105155212","172.20.251.38","224.0.0.251","MDNS","204","Standard query response 0x0000 PTR SHIVIâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"2529","4.105141812","172.20.243.224","224.0.0.251","MDNS","103","Standard query 0x0000 TXT Reedhamâ\200\231s MacBook Air._airplay._tcp.local, ""QM"" question"
"2530","4.105174473","66:57:58:42:46:ac","Broadcast","ARP","56","Who has 172.20.242.230? Tell 172.20.216.175"
"2531","4.105174542","ca:8f:cb:72:b2:9e","Broadcast","ARP","56","Who has 172.20.195.250? Tell 172.20.200.252"
"2532","4.105174624","ca:8f:cb:72:b2:9e","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.200.252"
"2533","4.105174689","26:bc:c3:dc:22:7a","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.200.242"
"2534","4.105174783","CloudNet_8a:98:77","Broadcast","ARP","56","Who has 172.20.205.62? Tell 172.20.207.154"
"2535","4.105174848","26:bc:c3:dc:22:7a","Broadcast","ARP","56","Who has 172.20.240.50? Tell 172.20.200.242"
"2536","4.105174911","26:bc:c3:dc:22:7a","Broadcast","ARP","56","Who has 172.20.204.23? Tell 172.20.200.242"
"2537","4.105174975","96:3a:7c:3e:01:37","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.194.74"
"2538","4.105251758","26:bc:c3:dc:22:7a","Broadcast","ARP","56","Who has 172.20.236.197? Tell 172.20.200.242"
"2539","4.105251823","f2:4b:01:89:ad:c1","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.201.197"
"2540","4.105251887","3e:61:a4:08:39:f5","Broadcast","ARP","56","Who has 172.20.232.190? Tell 172.20.226.205"
"2541","4.105251950","86:1b:ac:f7:a7:e4","Broadcast","ARP","56","Who has 172.20.240.112? Tell 172.20.213.221"
"2542","4.105252015","a2:ad:83:20:57:5b","Broadcast","ARP","56","Gratuitous ARP for 172.20.226.37 (Reply)"
"2543","4.105252078","66:57:58:42:46:ac","Broadcast","ARP","56","Who has 172.20.240.50? Tell 172.20.216.175"
"2544","4.105252143","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.193.182? Tell 172.20.192.1"
"2545","4.105252207","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.240.210? Tell 172.20.192.1"
"2546","4.105321583","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.216.207? Tell 172.20.192.1"
"2547","4.105321653","ea:d7:71:0b:a5:f4","Broadcast","ARP","56","Who has 172.20.230.59? Tell 172.20.221.1"
"2548","4.105321712","c2:7d:67:e4:66:67","Broadcast","ARP","56","Who has 172.20.236.191? Tell 172.20.210.18"
"2549","4.105321777","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.230.16? Tell 172.20.192.1"
"2550","4.105321842","ca:8f:cb:72:b2:9e","Broadcast","ARP","56","Who has 172.20.234.41? Tell 172.20.200.252"
"2551","4.105321902","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.254.192? Tell 172.20.192.1"
"2552","4.105321968","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.241.18? Tell 172.20.192.1"
"2553","4.105322033","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.193.30? Tell 172.20.192.1"
"2554","4.105380637","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.226.156? Tell 172.20.192.1"
"2555","4.105380700","AzureWav_37:a6:c1","Broadcast","ARP","56","Who has 172.20.249.25? Tell 172.20.241.244"
"2556","4.105380764","c2:7d:67:e4:66:67","Broadcast","ARP","56","Who has 172.20.195.18? Tell 172.20.210.18"
"2557","4.105380829","IntelCor_23:2d:be","Broadcast","ARP","56","Who has 172.20.192.1? Tell 172.20.236.79"
"2558","4.105380892","7a:30:35:45:64:da","Broadcast","ARP","56","Who has 172.20.253.148? Tell 172.20.228.5"
"2559","4.105380958","7a:30:35:45:64:da","Broadcast","ARP","56","Who has 172.20.215.131? Tell 172.20.228.5"
"2560","4.105381022","56:0c:32:e7:18:c0","Broadcast","ARP","56","Who has 172.20.232.47? Tell 172.20.192.243"
"2561","4.105381085","50:5a:65:e8:5c:31","Broadcast","ARP","56","Who has 172.20.215.138? Tell 172.20.223.29"
"2562","4.105437660","96:3a:7c:3e:01:37","Broadcast","ARP","56","Who has 172.20.204.23? Tell 172.20.194.74"
"2563","4.105437724","Airspan_46:a3:ae","Broadcast","ARP","56","Who has 172.20.233.29? Tell 172.20.192.1"
"2564","4.105437786","IntelCor_a0:18:6a","Broadcast","ARP","56","Who has 172.20.255.60? Tell 172.20.217.99"
"2565","4.105437848","IntelCor_a0:18:6a","Broadcast","ARP","56","Who has 172.20.204.188? Tell 172.20.217.99"
"2566","4.105437913","CloudNet_e6:9e:ae","Broadcast","ARP","56","Who has 172.20.192.1? Tell 172.20.239.71"
"2567","4.105437977","IntelCor_43:7d:3a","Broadcast","ARP","56","Who has 172.20.209.85? Tell 172.20.252.37"
"2568","4.105438042","66:57:58:42:46:ac","Broadcast","ARP","56","Who has 172.20.234.41? Tell 172.20.216.175"
"2569","4.105438105","72:63:06:de:09:44","Broadcast","ARP","56","Who has 172.20.234.41? Tell 172.20.236.56"
"2570","4.105471703","CloudNet_97:bd:9f","Broadcast","ARP","56","ARP Announcement for 172.20.247.74"
"2571","4.105471768","LiteonTe_7c:01:63","Broadcast","ARP","56","Who has 172.20.253.169? Tell 172.20.204.75"
"2572","4.114162549","172.20.204.18","224.0.0.251","MDNS","94","Standard query 0x0000 TXT brownie._companion-link._tcp.local, ""QM"" question"
"2573","4.114169152","172.20.209.189","224.0.0.251","MDNS","258","Standard query 0x0000 TXT Lakshmikarâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Sashyaâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT NITISHâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Prayashâ\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Burmanâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT SHIVIâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question"
"2574","4.114168033","fe80::555d:622e:f114:14de","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-DG1LKFM._dosvc._tcp.local, ""QM"" question"
"2575","4.114173955","172.20.220.86","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-DG1LKFM._dosvc._tcp.local, ""QM"" question"
